DP_SUP_ID;DF_USD_ID;DF_SUP_ID;SUP_NAME
16223229;10907470;10907470;S10000      SONYA RYKIEL 
16223230;45120762;45120762;SB23333    SONYA BY
16223232;10907425;10907425;S03853     SCANNON / GUCCI P&G
16223268;45124194;45124194;HIBWAY LTD
16223339;45124232;45124232;"BIK1113    OOO""BIK"""
16223343;45124442;45124442;"SP88820   ""—“ŒÀ»◊Õ€≈ œŒ—“¿¬ »"" ŒŒŒ"
16223407;45124728;45124728;"P000005    ŒŒŒ""œ–Œ¬¿Õ—"""
16223409;45124774;45124774;"GC0003   ŒŒŒ""»Ì‚ÂÒÚ √ÂÓ –ÂÒÛÒ""(Golden-Candies)"
16223410;45123208;45123208;"U00388 ŒŒŒ ""‘ËÏ‡ ”ÌËÚÓÌ"""
16223506;12580967;12580967;ESTEE LAUDER GROUP
16223507;12143104;12143104;BPI 
16223551;45124631;45124631;Œ·ÒË‰Ë‡ÌÚ
16223552;45124635;45124635;O45566    AJ Arabia Œ·ÒË‰Ë‡ÌÚ
16223562;43255913;43255913;BR75321   BURBERRY BPI
16223566;24892618;24892618;D50010     D&G P&G
16223581;10907316;10907316;L00001     DONNA KARAN E.Lauder
16223582;10907329;10907329;P10079     RALPH LAUREN PBI 
16223588;19259440;19259440;L10019     MARC JACOBS Coty
16223608;45125045;45125045;BV10020    Bottega Veneta
16223611;25616944;25616944;L10014     LANCASTER Coty
16223617;44185423;44185423;INTERLUX
16223624;21046073;21046073;AR10016   AGATHA RUIZ DE LA PRADA Puig
