DP_SUP_ID;DF_USD_ID;DF_SUP_ID;NAVID;SUP_NAME
0;45125518;45125518;I_SUP409;SKW409 SKW (ннн щя.йеи.бюи+ )                                                                       
0;30337724;30337724;O_SUP236;SM12345 SWISS MILITARY - HANOWA
16223228;45120761;45120761;0;SONYA RYKIEL
11418709;0;0;0;SP12345 бшанп OOO
16223343;45124442;45124442;I_SUP396;SP88820 ярнкхвмше онярюбйх ннн
15963513;25925276;25925276;0;SS00011 SWISS SMILE
0;10907475;10907475;0;ST0000 STEP GROUP OOO
0;10907476;10907476;0;ST12345 TAMBER SP
0;43255349;43255349;0;ST65545 STROCHKOV IP
0;45125650;45125650;O_SUP671;SUP671 AUTOGRAPH TRAVEL LIMITED                                                                     
16054718;0;0;0;SUPPLIERS 01 (LIQUORS / MINIATURES)
0;25344343;25344343;0;SUPPLIERS 01 (LIQUORS)
0;25344339;25344339;0;SUPPLIERS 05 (FASHION / ACCESSORIES)
16054681;0;0;0;SUPPLIERS 05 (FASHION/ACCESSORIES)
0;25344328;25344328;0;SUPPLIERS 09 (SOUVENIRS / MUSIC / BOOK)
16054705;0;0;0;SUPPLIERS 09 (SOUVENIRS / MUSIC)
16054683;0;0;0;SUPPLIERS 14 (TOYS / TRAVEL)
0;25344254;25344254;0;SUPPLIERS 14 (TOYS)
0;25344255;25344255;0;SUPPLIERS 16 (TRAVEL)
16150151;0;0;0;SUPPLIERS 17 (хпкюмдяйхи аюп)
16223766;0;0;0;SUPPLIERS 33 (TESTER)                                                                               
0;25344253;25344253;0;SUPPLIERS 99 (IRISH BAR)
0;25258383;25258383;0;SUPPLIERS OLD
0;45120571;45120571;0;SVO1112 SHEREMETEVO PROCESSING OOO
0;0;0;O_SUP666;SWAROVSKI INTERNATIONAL DISTRIBUTION AG
16223504;0;0;0;SZ4444 якюбю гюижеб кюйьепх
10903009;0;0;0;T00001 рспмн OOO
10903011;0;0;0;T00003 TRIANON-SERVICE
10903012;0;0;0;T00005 TOYDICO
10903013;0;0;0;T00010 люфеярхй-хлощйя ннн
0;26043347;26043347;0;T01015 TOM FORD PRIVATE BLENDS E.Lauder
0;28821448;28821448;0;T05555 TOCHKA OPORY+
0;10907230;10907230;0;T10000 TASHIA
10903016;0;0;0;T10039 TISSOT DP
0;10907231;10907231;0;T10044 THOMAS HINE COGNAC
15876813;10907232;10907232;0;T10045 TRAVEL RETAIL INNOVATIONS
0;10923839;10923839;0;T10050 TOMS CONFECTIONERY
0;10907233;10907233;0;T10067 DOLCE & GABBANA WATCH
0;10907477;10907477;0;T10075 T&T CO
10913973;0;0;0;T11000 рпщмд йнккщйьм ннн
15205852;0;0;0;T11115 TIME DESIGN
0;10907429;10907429;0;T12345 TOMAS SABO SILVER
14113498;44550935;44550935;0;T12468 TALIKA
0;10907478;10907478;0;T20010 TARGUS EUROPE LTD
14115684;0;0;0;T22299 TBN TIME(MOSCHINO)
0;10922579;10922579;0;T23456 TUMI SKY
0;10907430;10907430;0;T32759 TEXIER
10903018;0;0;0;T33223 TEXIER DP EURO
15975543;0;0;0;T4512SK TOSCOW
0;43562369;43562369;0;T54321 TOVARITCH
0;10907382;10907382;0;T55545 PAUL & SHARK
16064637;26048125;26048125;0;T55567 TIMELESS LUXERY PRODUCTS
0;43255373;43255373;0;T65545 TONUS ннн
0;42522400;42522400;0;T66633 TUMI
11305401;0;0;0;T7000025 рнпцяепбхя ууI бей OOO
14832865;0;0;0;T76543 TINTAMAR
15082379;0;0;0;T77715 рлут цпсоо
0;10907234;10907234;0;T78999 TROIKA
0;10907235;10907235;0;T81379 TISSOT WATCHES
0;22606740;22606740;0;T87654 TMXF OOO
0;45126036;45126036;0;T88865 ннн рд жюпяйхи няерп                                                                         
16222223;0;0;0;T98765 йпелкебяйхи рд
0;10907383;10907383;0;T99993 TSANIKIDIS NIDDASTRASSE
15946228;0;0;0;TA11511 TBN TIME(AEROWATCH)
0;10907236;10907236;0;TAG1234 TAG HEUER WATCHES
0;12978513;12978513;0;TD1175+ SWK
0;10907479;10907479;0;TD11757 SWK TD
16223767;0;0;0;TE33333 TESTERS                                                                                     
15946229;0;0;0;TG11511 TBN TIME(GALLIANO)
0;42567748;42567748;0;TH76543 T.HILFIGER WATCHES
15946230;0;0;0;TJ11511 TBN TIME(JOHN GALLIANO)
16223333;0;0;0;TK11511 TBN Kenneth Cole
15949607;42523062;42523062;0;TM1111 TIME & MORE E.K
15880368;26195164;26195164;0;TM77717 TECHNOMARINE
0;36154933;36154933;0;TMXF GR
0;10923967;10923967;0;TR12345 TRAVELTELECOM
15946227;0;0;0;TS11511 TBN TIME(SEIKO)
10903019;0;0;0;U00001 ондюпнвмши рейярхкэ
11116675;0;0;0;U00002 чмхрния-л OOO
16223410;45123208;45123208;I_SUP388;U00388 ннн тхплю смхрпнм
10903020;0;0;0;U10000 URVEST OOO
13070299;0;0;I_SUP255;U10022 ннн спемункэр
0;11352618;11352618;0;U11111 UNITOYS OOO
0;15105661;15105661;0;U12222 U.TOYS
0;10907338;10907338;O_SUP531;U14222 DIAGEO UDV+BAILEYS
11027029;0;0;0;U20000 чбекхпрнпц OOO
0;21961992;21961992;0;U22211 URENHOLT OOO
0;30392527;30392527;0;U55555 UNIT
0;10907179;10907179;0;U86366 UNDERBERG
12067708;0;0;0;U99999 U-TOYS
15924874;39829949;39829949;0;UM12338 UNITOYS MSK OOO
0;0;0;I_SUP190;UNITOYS-MCK
12609408;0;0;0;V0000004 бхмщйяхл ннн
0;10907180;10907180;0;V000003 LEIXLIP
10903021;0;0;0;V00001 VAGR OOO
0;15452243;15452243;0;V00112_ IMMAGINE S.R.L (VERSACE)
0;45125186;45125186;0;V00123 бНКЦНПЕВЕМЯЙПШАУНГ
16064640;43747035;43747035;I_SUP137;V00137 бхйрнпхъ ннн
10903024;0;0;0;V01000 VK OOO
0;10907482;10907482;0;V10003 OCEAN+ TD
0;10923867;10923867;0;V10013 VAN DYCK BELGIAN CHOC
0;10907181;10907181;0;V10021 VICTORINOX
0;10907284;10907284;0;V10046 VEUVE CLIQUOT PONSARDIN
0;10907540;10907540;0;V11011 VAN GILS
0;10907483;10907483;0;V11111 VREMENA GODA
0;14051117;14051117;0;V11112 VERSACE ESCALE HOLDING LTD
0;10907182;10907182;0;V12002 VEL OOO
16223765;0;0;0;V12220 VAN CLEEF                                                                                    
16037549;0;0;I_SUP080;V12345 ннн рой ╚бхкнм╩
16064644;19229424;19229424;0;V20032 VERSACE Euroitalia
14008191;0;0;0;V32100 VERSACE - едхмюъ ебпною
0;18399637;18399637;0;V33311 VASCO INT SARL
0;10907339;10907339;0;V33344 ITALCOM
16064642;0;0;0;V37000 бюьепнм рНПЦНБШИ ЮКЭЪМЯ ннн
16223643;0;0;I_SUP403;V50170 ннн бюкемяхъ щйяопеяя
16222233;28935154;28935154;0;V50909 VALENTINO PUIG
14344790;0;0;0;V54321 VALENTINO - едхмюъ ебпною
0;29007930;29007930;0;V55331 VERBILKI PORCELAIN WORKS
15953951;0;0;0;V55545 бемяйхи щйяопеяя йюте
0;19139930;19139930;0;V58888 VINEXIM OOO
0;22445833;22445833;0;V777771 VISTTORG OOO
0;31862360;31862360;0;V87654+ VESTA TRADE
0;45125641;45125641;0;V88514 VILEBREQUIN                                                                                  
16143158;42578065;42578065;0;VE2333 VERSUS
11688590;0;0;0;VH10001 бу хлонпр йюлоюмх
10903026;10907541;10907541;I_SUP258;W00111 WHITE HALL CENTER
0;10924101;10924101;0;W10011 WILLIAM LUSTY LTD
0;10907542;10907542;0;W10017 WBDF_IRISH DISTILLERS
0;10923832;10923832;0;W10018 WBDF_CHIVAS BROTHERS LTD
0;10923877;10923877;0;W10019 WBDF_HIBBERTS_WINE_OLD
0;10923838;10923838;0;W10020 WBDF_MARTELL_HIBBERTS_OLD
0;10923827;10923827;0;W10021 WBDF_HIBBERTS
0;16896563;16896563;0;W10022 WBDF_ABSOLUT_HIBBERTS_OLD
0;10923889;10923889;0;W10031 WALKERS SHORTBREAD
0;10907543;10907543;0;W10038 WORLDBEST CIGARS
0;10907384;10907384;0;W10040 HENRY WINTERMAN SIGAR
0;40289496;40289496;0;W10810 WOODYSCOVERY OU
14867976;0;0;0;W22222 WHTEHOUSE LEISURE LLP
0;10907544;10907544;0;W30750 WATERFORD GLASS LTD
0;45125876;45125876;0;W41150 WHITEFIELD INVEST LTD                                                                        
0;45122135;45122135;0;W55555 WOLFORD
0;10907431;10907431;0;W59120 BEAM SUNTORY                                                                                 
0;45125374;45125374;O_SUP468;W77777 WEITNAUER DISTRIBUTION LTD
0;26195404;26195404;0;W87655 PHILLIP MORRIS DISTRIBUTION LTD
14029982;25926264;25926264;0;W98765 WELCOME+
15407861;0;0;0;WA55555 WATERMAN
0;0;0;O_SUP470;WBDF_JAMESON
0;45125712;45125712;0;WEITNAUER DISTR.                                                                                    
0;0;0;O_SUP005;WELLVELROCK LTD
0;0;0;O_SUP009;WESTA GMBH
0;45125906;45125906;O_SUP672;WHITEFIELD INVEST LTD                                                                               
14136269;42576177;42576177;0;WWF123 WWF
0;10907340;10907340;0;Y10009 MAJORICA SKY
16223579;0;0;0;Y10010 CALVIN KLEIN
0;10907285;10907285;0;Y10010 CALVIN KLEIN UNILEVER Coty
0;10907432;10907432;0;Y10013 IBB 10907432
0;10923870;10923870;0;Y10018 REAKAM INC
0;10907239;10907239;0;Y10023 VALENTINO P&G
11728831;0;0;0;Y12300 YSL BEAUTY
11446617;0;0;0;Y12345 ъмрюпмюъ цпнгдэ ннн
0;25979735;25979735;0;Y55511 YEREVAN BRANDY COMPANY
15192911;10907545;10907545;0;Y66648 YSL PBI
0;10907433;10907433;0;Y66649 YSL SKY
0;36919342;36919342;0;YEREVAN BRANDY COMPANY
0;0;0;O_SUP084;YVES SAINT LAURENT
11421651;0;0;0;Z0000234 ямя гекемнцпюд
16223759;0;0;0;Z40040 ZEGNA                                                                                        
0;22552917;22552917;0;Z40040 ZEGNA E.Lauder
0;10907484;10907484;0;ZD12345 ZENITH WATCHES
0;0;0;AA_ECO;юпр юкэъмя щйн
10971588;0;0;0;ющпнлюп
16164141;0;0;0;ахахйнл
16222764;0;0;0;бхйрнпхъ
0;41947844;41947844;0;бхрю-б гюн
15598539;36919163;36919163;I_SUP366;гюн ющпнтепяр
0;0;0;I_SUP110;гюн аекне гнкнрн
0;0;0;I_SUP017;гюн апох
0;0;0;I_SUP163;гюн цеаю
0;0;0;I_SUP028;гюн днлндеднбн ющпнрщкэ
0;0;0;I_SUP096;гюн епебюмяйхи йнмэъвмши гюбнд
0;0;0;I_SUP092;гюн йюлвюдюк
0;0;0;I_SUP091;гюн пняюкйн-мебю
0;0;0;I_SUP224;гюн псяяйхи хйнпмши днл
0;0;0;I_SUP122;гюн яеикя
0;0;0;I_SUP378;гню юпхпюл
0;10902799;10902799;0;хгкхьйх
0;44513336;44513336;0;хкэхмю
0;0;0;I_SUP098;хо аюпюмнб я.б.
0;0;0;I_SUP134;хо аюжсебю
0;0;0;I_SUP362;хо хкэхмю м.б.
0;0;0;I_SUP100;хо рспахмю н.б.
0;0;0;I_SUP393;хо жшаю бхрюкхи юкейяюмдпнбхв
14120281;27089534;27089534;0;йнмяхцмюжхъ
0;45120951;45120951;0;йнпмепш
16222277;0;0;0;кейнмр
14125565;0;0;0;л16789 ннн лъцйхи лхп
0;45125193;45125193;0;лхмхсл
0;0;0;I_SUP103;нюн сдюпмхжю
16223551;45124631;45124631;0;наяхдхюмр
0;0;0;I_SUP070;ннн ╚оюмщл╩
0;0;0;I_SUP093;ннн ╚яюмрнвю╩
16223892;45126149;45126149;0;ннн юцпхйнкэ яхрх                                                                                   
0;0;0;I_SUP079;ннн юккхцюрнп
0;0;0;I_SUP104;ннн юопекэ
0;0;0;I_SUP407;ннн юпнмю
0;0;0;I_SUP155;ннн юяоейр
0;0;0;I_SUP083;ннн ющпн-апхдф
0;0;0;I_SUP159;ннн ющпн-апхдф рпеидхмц
0;0;0;I_SUP097;ннн ющпн-апхдф чмхнм
0;0;0;I_SUP383;ннн аецелнр пслъмжебн
0;0;0;I_SUP118;ннн ахахйнл
0;0;0;I_SUP068;ннн ахц рпеид
0;0;0;I_SUP391;ннн ахй
0;0;0;I_SUP129;ннн анмю
0;0;0;I_SUP386;ннн ар аеметхр
0;0;0;I_SUP135;ннн бедй
0;0;0;I_SUP032;ннн бнярнй-гюоюд
0;0;0;I_SUP086;ннн цепюкэр
0;0;0;I_SUP235;ннн цй йпхярюкк-кетнпрнбн
0;0;0;I_SUP398;ннн цнярхмши дбнп
0;0;0;I_SUP376;ннн цпюмд ахфс
0;0;0;I_SUP154;ннн цпюрбеяр
0;0;0;I_SUP128;ннн дфсях йнлоюмх
0;0;0;I_SUP087;ннн дх дфх рпеидхмц
0;0;0;I_SUP360;ннн дпебн фхгмх
0;0;0;I_SUP125;ннн ебпнйюпрю
0;0;0;I_SUP392;ннн хмрек ляй
0;0;0;I_SUP112;ннн хмрекрпеид TK
0;0;0;I_SUP153;ннн хмрепкчйя
0;0;0;I_SUP099;ннн йюяйюд кнцхярхй
0;0;0;I_SUP113;ннн йа яепбхя
0;0;0;I_SUP088;ннн йбюррпн
0;0;0;I_SUP131;ннн йбнкхрх
0;0;0;I_SUP379;ннн йеий люпйер
0;0;0;I_SUP124;ннн йнкхгеи
0;0;0;I_SUP167;ннн йнмхй
0;0;0;I_SUP380;ннн йнмжеор-аюп
0;0;0;I_SUP077;ннн йпхярюкк-беяр
0;0;0;I_SUP400;ннн йпсрнм
0;0;0;I_SUP130;ннн йсумъ ╧ 1
0;0;0;I_SUP109;ннн кю оекке теьм
16223661;45125408;45125408;0;ннн кюйьепх бнпкд
0;0;0;I_SUP410;ннн кюйьепх бнпкд опндюйьм
0;0;0;I_SUP384;ннн кюлюпрхя
0;0;0;I_SUP381;ннн кейнмр
0;0;0;I_SUP119;ннн кта
0;0;0;I_SUP145;ннн люпсяъ аебепедфхя пся
0;0;0;I_SUP168;ннн лхкюп
0;0;0;I_SUP389;ннн лхмхсл
0;0;0;I_SUP108;ннн лндю опелхсл
0;0;0;I_SUP136;ннн мебяйхи аепец
0;0;0;I_SUP143;ннн мхй-й
0;0;0;I_SUP042;ннн мэч-норхйю
0;0;0;I_SUP117;ннн наяхдхюмр
0;0;0;I_SUP364;ннн назедхмеммше йюмдхрепш
0;0;0;I_SUP165;ннн норхлю аэчрх
0;0;0;I_SUP078;ннн нпхнм цпсоо
0;0;0;I_SUP120;ннн оюптчл опеярхф
0;0;0;I_SUP012;ннн оеояхйн ункдхмця
0;0;0;I_SUP106;ннн оепхден пся
0;0;0;I_SUP169;ннн охйбюдпн пся
0;0;0;I_SUP008;ннн опелхсл-тсдя
0;0;0;I_SUP140;ннн опелэеп аэчрх кюим
0;0;0;I_SUP158;ннн опхръфемхе
0;0;0;I_SUP358;ннн пбй пюяйюр
0;0;0;I_SUP138;ннн пхьщя
0;0;0;I_SUP053;ннн яюлянмюир
0;0;0;I_SUP038;ннн яй рнпцнбкъ
0;0;0;I_SUP133;ннн ямюаяепбхя
0;0;0;I_SUP102;ннн яонпррнбюпш аняйн
0;0;0;I_SUP150;ннн ярюпр
0;0;0;I_SUP387;ннн ярюрся-цпсоо
0;0;0;I_SUP152;ннн ярхкэ
0;0;0;I_SUP065;ннн ярнкхвмше якюднярх
0;0;0;I_SUP395;ннн я-рпеид
0;0;0;I_SUP111;ннн рюилрщй
0;0;0;I_SUP090;ннн рд онкъмю
0;0;0;I_SUP132;ннн рд опнейр 21
0;0;0;I_SUP041;ннн рд я-бй ябй
0;0;0;I_SUP372;ннн рнмся
0;0;0;I_SUP157;ннн рпеид ярюп
0;0;0;I_SUP162;ннн т.оюпрмепя
0;0;0;I_SUP044;ннн тхплю кнрня-кемд
0;0;0;I_SUP081;ннн тхплю ярхт
0;0;0;I_SUP082;ннн тсд дхрпхаэчьем цпсоо
0;0;0;I_SUP151;ннн уепою ямц
0;0;0;I_SUP107;ннн щдлхмя
0;0;0;I_SUP114;ннн щйяюкхрх
0;0;0;I_SUP141;ннн щйяопеяя ледхю люпйер
0;0;0;I_SUP149;ннн щмя
0;0;0;I_SUP116;ннн щяоепюмя
0;0;0;I_SUP361;ннн щярепйоюптчл
0;0;0;I_SUP142;ннн чбекхп
0;0;0;I_SUP121;ннн чмхдфек
0;0;0;I_SUP164;ннн чмхрния ляй
0;0;0;I_SUP166;ннн ълюк
0;45125000;45125000;0;опнхгбндхрекэ
16223952;0;0;0;пхв                                                                                                 
15233557;0;0;0;пхьщя
0;29784619;29784619;0;пняяхияйхе онярюбыхйх
16223236;45124258;45124258;0;я00395 ннн я-рпеид
15922984;0;0;I_SUP139;я12345 ннн тхплю ярюмаеб
13527375;0;0;0;я33311 COFFEE BREND DISTRIBUTION
16222284;45121166;45121166;0;я76123 CLOUDZ TRAVEL ACCESSORIES
16222628;0;0;0;яоеж.йнмяхцмюжхъ
15660793;0;0;0;ярюпше онярюбыхйх
15946226;0;0;0;рам рюил - дхярпхасжхъ
15115887;0;0;0;рлут
9662694;0;0;0;сдюкеммши нтхя
0;0;0;I_SUP385;тцсо хгдюржемрп люпйю
0;21453536;21453536;0;щярепйоюптчл
